539.512024,411.975006,1
542.241028,147.626007,0
653.468994,370.727997,8
598.585999,284.882996,1
573.062988,294.562988,1
139.570007,401.381012,4
228.970001,281.992004,4
305.747009,94.350998,2
610.617004,167.190002,1
500.450012,118.780998,0
341.804993,361.755005,3
128.582993,81.598999,2
39.105,381.265991,4
294.911987,421.480011,4
189.214005,322.730011,7
251.889008,69.384003,2
116.098999,296.382996,4
86.839996,307.89801,4
509.272003,429.165985,1
90.306999,73.486,2
269.270996,163.341995,5
137.112,289.688995,4
63.613998,406.865997,4
224.473007,92.762001,2
345.226013,306.391998,3
188.507996,282.093994,4
531.218994,468.524994,-1
47.276001,338.063995,4
543.882019,319.738007,1
379.937988,97.189003,-1
84.786003,158.792007,5
542.72998,307.096008,1
430.753998,387.63501,4
578.630005,455.946991,1
374.859009,346.17099,3
185.274002,91.510002,2
561.465027,397.192993,1
164.585999,286.822998,4
131.626999,166.382004,5
377.093994,66.892998,-1
386.608002,289.194,4
531.517029,393.152008,1
157.626999,205.548004,-1
181.292999,148.632996,5
496.5,219.106995,0
596.487,299.589996,1
545.252991,396.721985,1
388.901001,386.545013,4
512.94397,271.19101,-1
589.398987,453.752991,1
310.587006,434.139008,4
228.186005,404.265991,4
506.63501,61.938,6
90.807999,151.570999,5
506.355988,340.463989,1
253.466995,414.664001,4
572.642029,309.684998,1
456.951996,309.30899,4
656.77301,117.589996,1
99.839996,113.858002,2
536.731018,342.661987,1
563.982971,190.306,0
320.544006,334.019012,3
129.748001,415.173004,4
564.97699,405.80899,1
626.16803,325.358002,8
170.098007,278.631989,4
243.063004,441.615997,4
441.855988,166.511993,6
641.458008,402.427002,1
165.677002,258.368011,4
615.776001,123.528999,1
47.348,173.026993,5
286.177002,342.243988,-1
42.349998,154.636002,5
163.807999,359.445007,7
148.070007,264.644989,4
473.192993,318.136993,4
110.273003,148.951004,5
154.587997,342.123993,7
216.731003,284.403015,4
188.031006,106.501999,2
626.596985,408.743011,1
145.341003,168.382004,5
617.981018,186.985001,1
223.218002,98.852997,2
646.952026,121.884003,1
613.054993,198.557007,1
217.100006,353.244995,-1
238.944,336.570007,-1
476.220001,155.419998,6
169.203995,62.771,2
21.128,311.597992,4
75.241997,182.811005,5
353.394989,417.424011,4
129.201004,68.598,2
170.356995,371.300995,7
320.928009,424.826996,4
516.401978,86.344002,6
359.776001,423.584015,4
638.393982,86.559998,1
150.483002,75.369003,2
600.05603,427.462006,1
547.299988,454.506012,1
135.699997,272.295013,4
369.291992,363.919006,3
127.582001,87.001999,2
558.185974,327.880005,1
297.020996,261.791992,4
160.970993,335.471008,7
228.677002,408.656006,4
303.339996,79.885002,2
199.936996,144.559998,5
126.147003,426.477997,4
536.09198,243.266998,0
211.455994,169.444,5
628.419006,173.817001,1
555.273987,280.162994,1
284.822998,433.441986,4
205.843994,156.134995,5
252.940002,342.634003,-1
289.777008,85.092003,2
161.942001,107.855003,2
678.869995,439.984985,1
668.520996,441.214996,1
496.812988,353.347992,1
473.494995,40.794998,6
136.164993,234.908997,-1
331.536987,277.278992,4
227.753998,161.722,5
29.653999,94.833,2
59.145,134.664993,5
567.411011,281.058014,1
345.661011,333.121002,3
410.20401,399.162994,4
427.972992,313.82901,4
544.440979,446.593994,1
199.862,417.181,4
314.30899,322.428986,3
50.758999,82.452003,2
584.98999,401.860992,1
435.265991,158.348999,6
43.442001,345.700989,4
105.735001,266.322998,4
167.479004,175.306,5
154.638,357.752991,7
390.036987,278.677002,4
590.210022,288.769012,1
639.905029,111.399002,1
606.062988,138.800003,1
561.278015,295.947998,1
318.694,369.30899,3
242.164993,274.343994,4
644.638,102.209999,1
102.455002,162.998001,5
419.838989,290.972992,4
539.109009,215.755005,0
188.621994,417.372986,4
375.708008,399.623993,4
361.789001,349.989014,3
605.15802,394.075012,1
30.992001,171.520996,5
221.783005,106.579002,2
205.268997,138.574005,5
185.667999,335.604004,7
424.294006,97.509003,6
523.036011,399.070007,1
631.953003,90.276001,1
177.535004,415.957001,4
334.993011,339.56601,3
513.419983,414.022003,1
201.416,163.787994,5
75.614998,461.57901,-1
645.271973,89.614998,1
503.428986,236.263,0
312.492004,210.246994,-1
606.664001,427.973999,1
481.533997,161.421997,6
517.442017,406.076996,1
237.694,108.414001,2
447.132996,312.509003,4
522.184021,366.365997,1
428.716003,279.231995,4
657.953979,380.846008,8
125.621002,323.664001,7
203.886993,440.687012,4
138.916,419.429993,4
530.117004,253.397995,0
162.988007,421.220001,4
423.479004,292.575989,4
525.344971,249.365005,0
445.312012,133.772995,6
52.852001,51.333,-1
652.184021,369.588989,8
522.461975,396.860992,1
560.739014,344.040009,1
68.316002,152.404007,5
113.525002,399.234985,4
361.20401,261.708008,4
35.911999,370.350006,4
631.922974,124.433998,1
426.097992,131.962997,6
29.856001,350.19101,4
444.186005,74.773003,6
517.953003,434.911011,1
330.317993,93.491997,2
89.978996,99.889999,2
368.223999,83.125,-1
368.832001,354.847992,3
260.459991,243.822006,4
257.160004,281.057007,4
435.975006,303.593994,4
403.571991,402.153015,4
403.13501,307.951996,4
324.640015,316.003998,3
526.518982,373.040009,1
613.237976,177.156998,1
349.595001,361.018005,3
368.64801,321.57901,3
466.888,218.477997,0
209.759003,90.274002,2
194.893997,145.770996,5
544.416992,304.859985,1
606.672974,393.790009,1
336.544006,378.734009,3
598.466003,375.536987,-1
40.381001,148.067993,5
217.701004,69.130997,2
623.314026,416.785004,1
309.382996,352.445007,3
79.310997,284.882996,4
151.524994,100.473,2
576.856995,319.355988,1
220.875,78.129997,2
119.988998,91.217003,2
315.947998,355.893005,3
